,Date,Content,Retweet-count,Like-count,Reply-count,pos,neu,neg,compound,polarity_category
10156,2019-05-06 03:43:55+00:00,#rendraModi #Rahul Gandhi,0,2,0,0.0,1.0,0.0,0.0,neutral
10155,2019-05-06 03:42:25+00:00,#RahulGandhi #MamtaBarjee JAY SHRI RAM,0,0,0,0.0,1.0,0.0,0.0,neutral
10154,2019-05-06 03:41:40+00:00,When #Gandhi family is nostalgic about Sh #RajivGandhi day do they also think about the tusands of #Sikhs slaughtered under his watch What do you call a man w gets the Sikhs murdered and justifies it win the elections ld on RahulGandhi your rma awaits you,0,0,0,0.097,0.819,0.084,-0.0772,negative
10153,2019-05-06 03:38:06+00:00,Filly dia asd explain imagiry 30000 crore Rafael offt figure liar gandhihe is tally cluelesssaid Chidambaram knows the calculation not #LokSabhaElections2019 #Athi #RahulGandhi,0,0,0,0.0,0.87,0.13,-0.5106,negative
10152,2019-05-06 03:34:35+00:00,#BJP is a cheat party and thats why it has the support of so of the most norious faces in llow jourlism prent in #India day no s they stink with their prence only but then #LordShiva is with #RahulGandhi and that tas of ALL the poison around him #India,0,0,0,0.064,0.76,0.176,-0.7579,negative
10151,2019-05-06 03:33:52+00:00,#Athi is ready welco her w #Cwdar in the of #SmritiIra # gon trash #RahulGandhi dayBJP4India Ramlal shaziailmi#AthiWithSmritiDidi #SmritiIra,15,85,6,0.122,0.878,0.0,0.3612,positive
10150,2019-05-06 03:25:48+00:00,#RahulGandhi wants be PM but with no qualifications no credibility no experience no maturity and no plan for the futureso basically he li every other govt Job aspirant of india #AagaModiHi #RahulBaapCrn #RajivGandhiCr #BJP4India,0,1,0,0.168,0.697,0.135,0.1017,positive
10149,2019-05-06 03:24:53+00:00,#Elections2019 #ElectionCommission #rendraModi #RahulGandhi,0,3,0,0.0,1.0,0.0,0.0,neutral
10148,2019-05-06 03:24:22+00:00,w co every #political #Rally is #Successful #LokSabhaElections2019 #LokSabhaElections2019 #Modi #RahulGandhi #Elections2019 #ElectionsWithTis #ElectionsWithHT #AAP,0,0,0,0.213,0.787,0.0,0.5859,positive
10147,2019-05-06 03:21:26+00:00,#Athi is gon trash #RahulGandhi day smritiira coz #AthiWithSmritiDidi #SmritiIra #VotingRound5 #,0,0,0,0.0,1.0,0.0,0.0,neutral
10146,2019-05-06 03:20:30+00:00,Are you telling my blood liage is what helped fight Mr Modi the past five ars Judge on my ideas and my actions And o more thing plea do not disrespect the fact that Im a threeterm elected mber of the Lok Sabha RahulGandhi #RahulGandhi,0,1,0,0.049,0.897,0.054,-0.069,negative
10145,2019-05-06 03:16:32+00:00,#RahulGandhi #WarOnMrClean,0,0,0,0.0,1.0,0.0,0.0,neutral
10144,2019-05-06 03:15:54+00:00,Talng about dead leaders #Congress amp specially #Gandhi family have do far wor Morarji Desai PV rsinha Rao Veer Savarr Shma Prasad Mukherjee than PM saying #RajivGandhiCr #LokSabhaElections2019,3,2,1,0.0,0.863,0.137,-0.6486,negative
10143,2019-05-06 03:07:08+00:00,#RahulGandhi,0,0,0,0.0,1.0,0.0,0.0,neutral
10142,2019-05-06 03:00:58+00:00,W wil win #rendraModi or #RahulGandhi #voteindia,0,0,0,0.388,0.612,0.0,0.5859,positive
10141,2019-05-06 03:00:18+00:00,T w feel that #RahulGandhi suld beco PMSULD imdiately consult a psychiatrist#AagahModiHi,0,0,0,0.0,1.0,0.0,0.0,neutral
10140,2019-05-06 02:59:47+00:00,It is difficult know w stupid Rajiv Gandhi was there was no cable TV and intert but my gut feeling is that he was wor than #Rahulgandhi #RajivGandhi #BJP,0,0,0,0.054,0.774,0.172,-0.4215,negative
10139,2019-05-06 02:51:13+00:00,You INCIndia almost at every opportuty talk about NaNarendra Modi ji past life filth about his wife and mother his cast etc So you have no rights left question him now#RahulGandhi #RajivGandhi,0,0,0,0.0,0.926,0.074,-0.3535,negative
10138,2019-05-06 02:49:55+00:00,I know many are angry with #RahulGandhi for humiliating a Democratically Elected PM w doesntt answer his lies backBut I am not angry with #RahulGandhi He is not worthy of it I pity himJhaSanjay,0,0,0,0.062,0.642,0.296,-0.8483,negative
10137,2019-05-06 02:46:38+00:00,#RahulGandhi baap #RajivGandhiCr,1,0,0,0.0,1.0,0.0,0.0,neutral
10136,2019-05-06 02:39:03+00:00,So let get this right #RahulGandhi is allowed insult a great freedom fighter and martyr li #Savarr but no o can say anything about #RajivGandhiPeople w stay in glass us suld not throw ss at others#CongressMuktBharat,0,6,0,0.152,0.731,0.117,0.128,positive
10135,2019-05-06 02:38:30+00:00,#RahulGandhi #WorldLaughterDay hahahhaaaaaa RahulGandhi pringandhi INCIndia,0,0,0,0.0,1.0,0.0,0.0,neutral
10134,2019-05-06 02:02:18+00:00,#RaGa #ShaOnPMModi,1,1,0,0.0,1.0,0.0,0.0,neutral
10133,2019-05-06 01:33:54+00:00,#Breang 51 5 #LokSabhaElections2019 #SoaGandhi #RahulGandhi #PMModi #LokSabhaElections #Jammushmir,0,1,0,0.0,1.0,0.0,0.0,neutral
10132,2019-05-06 01:33:51+00:00,l l #Rahulgandhi #Congress,0,2,0,0.75,0.25,0.0,0.7184,positive
10131,2019-05-06 01:29:59+00:00,#Rahul says #Modi s rma await catch up he knows best becau his own have cought up with him,1,0,0,0.248,0.752,0.0,0.6808,positive
10130,2019-05-06 01:29:56+00:00,Many slens will tumble out of the clot if there is trough enquiry since 1970s of the defence deals Soviet era lds so much of dark crets and INCIndia is the eper of t Thats why theyre shang UnSubtleDesi DrGPradhan #GandhiFamilyCr #RahulGandhi,0,0,0,0.033,0.967,0.0,0.1027,positive
10129,2019-05-06 01:25:01+00:00,Bofors 1984 Bpal tragedy 1971 run off LTTE all of the allegations Id rather say INCIndia worst pt crets are enough prove that Rajiv Gandhi was corrupt And why he suld be spared the scrutiny Just coz he was from PM UnSubtleDesi DrGPradhan #RahulGandhi,0,0,0,0.0,0.832,0.168,-0.8591,negative
10128,2019-05-06 01:22:48+00:00,#BREANG #LokSabhaElections2019 51 #RajthSingh #SoaGandhi #RahulGandhi #Pha5 #VotingRound5 #ElectionsWithKws #IndiaElections2019 #VoteForChange #UttarPradesh,0,1,0,0.0,1.0,0.0,0.0,neutral
10127,2019-05-06 00:56:39+00:00,#ModiOnceMore #NoMoreModi # #Modi ems common n is not common amongst common people nowadays#LokSabhaElections2019 #Elections2019 #ModiOndiaTV #RahulGandhi #Democracy #BJP #Congress,0,1,0,0.0,1.0,0.0,0.0,neutral
10126,2019-05-06 00:52:57+00:00,An e for an e mas the world go blind #Gandhi,0,0,0,0.0,0.787,0.213,-0.4019,negative
10125,2019-05-06 00:33:10+00:00,#RahulGandhi,0,0,0,0.0,1.0,0.0,0.0,neutral
10124,2019-05-06 00:11:13+00:00,Want a free sck go my pin tweet and sign up at RobinodApp #sck #trading #mart #ws #investing #bitcoin#alpha #day #equity #alysis #ti #fince #daytrading #busiss#traders #live #cryp #forex #trump #faws #engalpha #eng #inc,0,0,0,0.126,0.874,0.0,0.5574,positive
10123,2019-05-06 00:10:17+00:00,A fool thinks himlf be wi but a wi man knows himlf be a fool #sck #trading #mart #ws #investing #bitcoin#alpha #day #equity #alysis #ti #fince #daytrading #busiss#traders #live #cryp #forex #trump #faws #engalpha #eng #inc,1,0,1,0.0,0.854,0.146,-0.7003,negative
10122,2019-05-06 00:08:41+00:00,Trade Wars are Easy Win #sck #trading #mart #ws #investing #bitcoin#alpha #day #equity #alysis #ti #fince #daytrading #busiss#traders #live #cryp #forex #trump #faws #engalpha #eng #inc,0,1,0,0.201,0.691,0.108,0.4767,positive
10121,2019-05-06 00:05:52+00:00,l #RahulGandhiZindabad,0,1,0,0.75,0.25,0.0,0.4588,positive
10120,2019-05-06 00:04:03+00:00,#RahulGandhi #RajivGandhi #ShaOnPMModi,0,0,0,0.0,1.0,0.0,0.0,neutral
10119,2019-05-05 23:58:35+00:00,W el Smos And Trades all day anyo el trade high #sck #trading #mart #ws #investing #bitcoin#alpha #day #equity #alysis #ti #fince #daytrading #busiss#traders #live #cryp #forex #trump #faws #engalpha #eng #inc,1,0,1,0.0,1.0,0.0,0.0,neutral
10118,2019-05-05 23:50:32+00:00,#RahulTu crTu crTu crTu crTu crTu crTu crTu crTu crTu crTu crTu crModiTera baap crRahulMUMMYYYYYYYYY#RajivGandhiCrn,0,0,0,0.0,1.0,0.0,0.0,neutral
10117,2019-05-05 23:47:10+00:00,if youre not trading scksThats just silly put it cely #Sckmart #Scks #sck #trading #mart #ws #investing #bitcoin#alpha #day #equity #alysis #ti #fince #daytrading #busiss#traders #live #cryp #forex #trump #faws #engalpha #eng #inc,0,0,0,0.033,0.967,0.0,0.0258,neutral
10116,2019-05-05 23:36:18+00:00,#jriwals AAP put a candidate defeat #RahulGandhi in ATHI in 2014 in 2019 no candidate,0,0,0,0.0,0.714,0.286,-0.6369,negative
10115,2019-05-05 23:19:47+00:00,did rahulnwal tell PChidambaramIN about #RahulGandhi calling MODI CR,0,0,0,0.0,1.0,0.0,0.0,neutral
10114,2019-05-05 23:00:36+00:00,Anyo have tughts on the chi Trade ws RT #Sckmart #Scks #sck #trading #mart #ws #investing #bitcoin#alpha #day #equity #alysis #ti #fince #daytrading #busiss #live #cryp #forex #trump #faws #engalpha #eng #inc #source #RT,1,2,0,0.0,1.0,0.0,0.0,neutral
10113,2019-05-05 22:56:49+00:00,WHICH TEMPLE did #RahulGandhi visit day,0,0,0,0.0,1.0,0.0,0.0,neutral
10112,2019-05-05 22:50:53+00:00,#RahulGandhi was a direcr of a company which was founded by THU LAL,0,0,0,0.0,1.0,0.0,0.0,neutral
10111,2019-05-05 22:30:10+00:00,La vida es como un espejo si sonro el espejo devuelve la sonrisa La actitud que frente a la vida es la misma que la vida mar ante m #Gandhi #quotes,0,2,0,0.0,1.0,0.0,0.0,neutral
10110,2019-05-05 22:27:59+00:00,Would Gandhi be proud of the evolution of politics in India #BJP #RahulGandhi #Utedtions,0,0,0,0.193,0.807,0.0,0.4767,positive
10109,2019-05-05 21:26:53+00:00,Rember the last ti we had nsible discussions about education ntal health gender soceity amp climate before the elections instead of exchanging mutual hatred amp bigotryither do I#GeralElections #LokSabhaElections2019 #Modi #Rahul #BJP #Congress #India #Elections,0,1,0,0.0,0.89,0.11,-0.6369,negative
10108,2019-05-05 20:29:48+00:00,#jriwalGetsSlappedAGAINSu jriwal Ji road per Mila #RahulGandhi eting Lage they,0,1,0,0.0,1.0,0.0,0.0,neutral
10107,2019-05-05 20:07:28+00:00,It was Soa amp Congress that was hell bent on releasing #RajivGandhi llers Modi govt refud budge coz even tugh #RajivGandhiBrashtachariNo1 he was Indias PM Modi doesnt require certificate from Congress on decency Pappu #RahulGandhi talks ill of every tiol leader,1,0,0,0.0,0.841,0.159,-0.8126,negative
10106,2019-05-05 19:55:22+00:00,Waaah Modiji Aap k bolny par sab Cwdaar bang Desh i Rozgaar hi m sy m Social dia par apny Chaudaar ukri dilaadi sab #CwdarCr #RahulGandhi INCIndia davakhilesh davtejashwi ravishndtv ndtvindia AtishiAAP nkumar,2,2,1,0.0,1.0,0.0,0.0,neutral
10105,2019-05-05 19:53:19+00:00,I know many are angry with #Gandhis for #looting India concocting #hinduterror defaming #Hindus abusing NaNarendra Modi But I am not angry with them RahulGandhi pringandhi iamsoagandhi bcz they are not worthy of itI know they will thrown out democratically,0,0,0,0.076,0.769,0.155,-0.4031,negative
10104,2019-05-05 19:31:21+00:00,RahulTu crTu crTu crTu crTu crTu crTu crTu crTu crTu crTu crTu crModiTera baap crRahulMUMMYYYYYYYYY#IndiaVotesForMo #RahulGandhi #ModiVis,0,0,0,0.0,1.0,0.0,0.0,neutral
10103,2019-05-05 19:25:52+00:00,Rahul Gandhis respon derogary statents made on him or his family is always surprising #RahulGandhi #modishaless He plays cool Always,0,0,1,0.274,0.726,0.0,0.6597,positive
10102,2019-05-05 19:20:52+00:00,#voteForCongress #rahulgandhi xt PM #INC #UPA #Congress,0,1,0,0.0,1.0,0.0,0.0,neutral
10101,2019-05-05 19:02:24+00:00,Modis comnt on #RajivGandhi is as unfortute as #RahulGandhi repeated remarks on #rendraModi as #CwdarCr wever surprid e masks coming off from many w ok offence at first comnt while bad ca over the latter with sries after sries,1,6,0,0.05,0.82,0.13,-0.5423,negative
10100,2019-05-05 19:00:31+00:00,RT HarsimratBadal When #Gandhi family is nostalgic about Sh #RajivGandhi day do they also think about the tusands of #Sikhs slaught,0,0,0,0.0,1.0,0.0,0.0,neutral
10099,2019-05-05 18:58:18+00:00,RahulTu crTu crTu crTu crTu crTu crTu crTu crTu crTu crTu crTu crModiTera baap crRahulMUMMYYYYYYYYY #RajivGandhi #RahulGandhi #SundayTughts,0,0,0,0.0,1.0,0.0,0.0,neutral
10098,2019-05-05 18:48:39+00:00,#RahulGandhi Peace bro#rendraModi Peace Broooo,0,0,0,0.7,0.3,0.0,0.7906,positive
10097,2019-05-05 18:40:42+00:00,Get well soon Mr pri mister rendra DamoderDas Modi #SorryRajiv #modi #Gandhi #RajivGandhi,0,0,0,0.149,0.851,0.0,0.2732,positive
10096,2019-05-05 18:28:57+00:00,2014 2019 #BJP #ElectionsWithws18 #RahulGandhi #PrinGandhi #NDTV,0,1,0,0.0,1.0,0.0,0.0,neutral
10095,2019-05-05 18:22:43+00:00,What the hell is Election Commission doing now Any actions on prent PM and his sycophantC Modified#RahulGandhi #RajivGandhi,0,0,0,0.0,0.787,0.213,-0.6808,negative
10094,2019-05-05 18:22:21+00:00,#ShaonPMModi It is not that you cannot critici a dead ta you can But speak so crudely of his death that o a violent death just becau his children are your political rivals is an allti low even for #rendraModi #RajivGandhi #RahulGandhi #PrinGandhi,0,1,0,0.036,0.599,0.365,-0.9728,negative
10093,2019-05-05 18:14:28+00:00,After #rahulgandhi wrote a tweet for #modi saying your rma Awaits you #IndianPublic replied back saying #RajivGandhiCr with linksdia of #rajivegandhi wrong doings trending at 3 now and counting Public Sab Jaanti #HarGharModiSaath,0,0,0,0.037,0.876,0.088,-0.4215,negative
10092,2019-05-05 18:09:24+00:00,Such a shamless speech by the PM of this country about a martyr He has soped so low and his morale is so low that he continues spping as low as possible India does not derve such a PM again Vote him out w has no grace for his precedessors #RajivGandhi #RahulGandhi,0,0,0,0.0,0.829,0.171,-0.8366,negative
10091,2019-05-05 18:00:06+00:00,RT HarsimratBadal When #Gandhi family is nostalgic about Sh #RajivGandhi day do they also think about the tusands of #Sikhs slaught20190505T163509000Z,0,0,0,0.0,1.0,0.0,0.0,neutral
10090,2019-05-05 17:50:40+00:00,Being street smart does appeal many and is maybe cessary especially in politics But if being street smart equals crass Id rather be on the side of soo with slightly less street smart quotient and a little more class #RahulGandhi #PrinGandhi stay strong,0,0,0,0.244,0.756,0.0,0.9116,positive
10089,2019-05-05 17:49:49+00:00,#RahulGandhi,0,2,0,0.0,1.0,0.0,0.0,neutral
10088,2019-05-05 17:46:40+00:00,#CongressMuktBharat #RajivGandhiji #RajivGandhi #RahulGandhi #PrinGandhi BJP4India INCIndia,0,0,0,0.0,1.0,0.0,0.0,neutral
10087,2019-05-05 17:27:24+00:00,# #RahulGandhi #RajivGandhi,0,2,1,0.0,1.0,0.0,0.0,neutral
10086,2019-05-05 17:25:51+00:00,RahulTu crTu crTu crTu crTu crTu crTu crTu crTu crTu crTu crTu crNaNarendra ModiTera baap crRahulMUMMYYYYYYYYY#Congress #RahulGandhi #RajivGandhiCrTha,0,0,0,0.0,1.0,0.0,0.0,neutral
10085,2019-05-05 17:22:54+00:00,Crores and crores of moy spent on economistssurveys bring up #NYfailure ta it and spread the intended mass by Cong speaks volus of incompetence on #RahulGandhi #RajivGandhi,0,0,0,0.0,0.887,0.113,-0.5106,negative
10084,2019-05-05 17:17:54+00:00,Probably #RajivGandhiCr was also as dumb as #RahulGandhi But due lack of Social dia at that ti and a complete cover from then congress ecosystem he could fool the people around,1,2,0,0.0,0.758,0.242,-0.8381,negative
10083,2019-05-05 17:16:46+00:00,Indian political discour can be summarized in the two epic statents delivered by the wanbe PMsCandidate 1 Tu cr n Candidate 2 Tera baap cr ha#rendraModi #RahulGandhi,0,0,0,0.0,1.0,0.0,0.0,neutral
10082,2019-05-05 17:15:24+00:00,Lakhs of #Tamils were genocided under the watch of #RajivGandhi in SL #Rahul your fathers rma awaits you #atp,0,0,0,0.067,0.933,0.0,0.0772,positive
10081,2019-05-05 17:13:24+00:00,Tusands of my #Sikh brothers was slaughtered under the watch of #RajivGandhi #Rahul your fathers rma awaits you #atp,0,0,0,0.067,0.933,0.0,0.0772,positive
10080,2019-05-05 17:09:33+00:00,#RahulGandhi 247 witut proof Modi Cr Modi Cr CongisPliant diaLiberalsThats a winng slogan#PMModi ONCE WITH proof Rahulji pitaji bharshtachari thheCongisPliant diaLiberals Dispicablecrude InsultingOutrageResult#JeetegaModiHi,37,56,8,0.0,1.0,0.0,0.0,neutral
10079,2019-05-05 17:00:50+00:00,As per jourlism ethics from 7th onward up 18th of may i ll not report anything being jourlist as i dont wa be called as biad Will campaign fo Dr #Gandhi as a voter,0,0,0,0.0,1.0,0.0,0.0,neutral
10078,2019-05-05 17:00:29+00:00,Can soo at #Maruti MarutiCorp plea explain if you are going discontinue diel engis for BS6 from 2020 then why suddenly your existing cars are being launched with w diel engis Are you guys also smong #RahulGandhi chaap weed,0,0,0,0.038,0.962,0.0,0.128,positive
10077,2019-05-05 16:59:14+00:00,#RahulGandhi,0,0,0,0.0,1.0,0.0,0.0,neutral
10076,2019-05-05 16:50:02+00:00,Sp asng #RahulGandhi for answers but what can we do if he eps using people witut proofsQ1 Are you Indian or British By #MHA Swamy39 Q2 ah Bacps Bacps K brunjaitley Swamy39 Now Q3 Did UPA Back Disst Busissman by #AlAmba,0,0,0,0.0,1.0,0.0,0.0,neutral
10075,2019-05-05 16:40:34+00:00,#Congress Govt gave contracts worth 1 lakh Crores #alAmba firms Wonder whys #RahulGandhi so angry with him now No paybacks,1,1,0,0.075,0.671,0.254,-0.6748,negative
10074,2019-05-05 16:32:10+00:00,Dont be surprid if #RajivGandhi controversy turns costly for #PMModi Not bcoz its against #congress or #RahulGandhi It IS against Indianvalues PM soped so low He wont apologi nor would #ECI caredare bother But if ampwhen ppl co do no o can stand against,0,1,0,0.0,0.841,0.159,-0.6778,negative
10073,2019-05-05 16:31:18+00:00,I dont think i can ever understand #Indian #Politics No body want talk about hisher work Everyo is playing bla ga Tu cr hTera baap cr hTera beta cr hTera jija cr h mdar mdar o much handle #Indialections2019 #Modi #RahulGandhi,0,1,0,0.042,0.879,0.079,-0.1586,negative
10072,2019-05-05 16:28:16+00:00,W will watch the watchn#INCindia #savedemocracy #saveindia #RahulGandhi,0,0,0,0.0,1.0,0.0,0.0,neutral
10071,2019-05-05 16:14:07+00:00,diurappa was corrupt so are #Vadra and #Rahul is it any argunt worthy of paying attention #IndiaVsVadras,0,0,0,0.153,0.847,0.0,0.4404,positive
10070,2019-05-05 16:11:00+00:00,#YoRajivSoPatriot He gave #RaGa the tion ep everyo entertaid happy and smiling,0,0,0,0.401,0.599,0.0,0.7717,positive
10069,2019-05-05 16:07:57+00:00,l l#Congress #pacff #ABP #Rahul,0,2,0,0.429,0.571,0.0,0.4588,positive
10068,2019-05-05 16:07:14+00:00,The constant harng back the #hru #Gandhi dysty sws up the desperation and despicable ture of the prent dispensation Why not focus on what has been achieved in 5 ars #LokSabhaElections2019,1,3,1,0.0,0.909,0.091,-0.4588,negative
10067,2019-05-05 16:05:13+00:00,#RahulGandhi is not engier li sampitroda but is very intelligent,0,0,0,0.33,0.67,0.0,0.664,positive
10066,2019-05-05 16:04:58+00:00,#allamba #RahulGandhi #PrinGandhiVadra,1,3,0,0.0,1.0,0.0,0.0,neutral
10065,2019-05-05 16:04:25+00:00,#KXIPvCSK days ga spoiler for CheniIPL #Rahul #Gayle #Rayudu #Jadhav,0,1,0,0.0,1.0,0.0,0.0,neutral
10064,2019-05-05 16:00:27+00:00,#RahulGandhi called MODI cwdar again,0,0,0,0.0,1.0,0.0,0.0,neutral
10063,2019-05-05 15:57:37+00:00,REVEALED #SoaGandhi saw BOT BANGLA movie before #RahulGandhi s birth,0,0,0,0.0,1.0,0.0,0.0,neutral
10062,2019-05-05 15:55:52+00:00,#HarGharModiSaath #RahulGandhi #hru #ModiAaWala,1,12,2,0.0,1.0,0.0,0.0,neutral
10061,2019-05-05 15:55:50+00:00,A jihadi upon death gets the so called 72 virgins and CONgress is promising 72 Tusand the underving Coincidence #BJP #RahulGandhi #Congress #ModiAaWala,0,0,0,0.098,0.761,0.141,-0.296,negative
10060,2019-05-05 15:52:19+00:00,w purchad AUGUSTA HELICOPTERS #RahulGandhi,0,0,0,0.0,1.0,0.0,0.0,neutral
10059,2019-05-05 15:52:17+00:00,#RAHUL GANDHIS CITIZENSHIP # SUBRAMANM SWAMY JI We YoungIndia are asng why are you appealing for the sa ca again n again which has already been dismisd by SupreCourt and ECWith the Full evidence he has been given clean chit,0,0,0,0.065,0.935,0.0,0.4019,positive
10058,2019-05-05 15:47:05+00:00,The greatest contribution of #YoRajivSoPatriot is #Rahul w will fulfill Mahatma Gandhis dream of #congressMuktbharat Otherwi he was a failed politician,1,0,0,0.31,0.578,0.112,0.7003,positive
10057,2019-05-05 15:45:15+00:00,#RajivGandhi was a bigger #PappuHe made bigger blunders as PM despite he got 406 in LS and full majority in RS He wrote Congress death ntence which #RahulGandhi is successfully implentingSo of the utter blunders he made1nsri9011shanreddybjp SumiranKVS,3,4,2,0.074,0.835,0.09,-0.1779,negative
10056,2019-05-05 15:42:47+00:00,FMR Chief VP Mallik counter #RahulGandhi s claim on multiple surgical stri during UPA governnt I quote He cant think of any such incidents,0,0,0,0.0,1.0,0.0,0.0,neutral
10055,2019-05-05 15:41:43+00:00,# ##RahulGandhi#RahulBaapCr#PrinGandhiVadra###ModiAaWala#BharatGarvModi#ELECTION2019,0,0,0,0.0,1.0,0.0,0.0,neutral
10054,2019-05-05 15:38:04+00:00,age old party #congress have nothing el but the baggage of forr PMs #RahulGandhi wants us vote for him becau his father and grandmother died in terrorist attack w long we are going here this nonn just becau they died in attack doesnt an we suld thm frevr,0,0,0,0.027,0.613,0.36,-0.9794,negative
10053,2019-05-05 15:37:46+00:00,The xt day will be important day for xt five arsSo request all #voters Think and do right decision#IndiaElections2019 #rendraModi #RahulGandhi,1,1,0,0.083,0.917,0.0,0.2023,positive
10052,2019-05-05 15:37:24+00:00,#Elections2019 The impact of persolities play a big role in outco of elections 2019 can be sumd up as #Modi vs #Gandhi Mafesswhich are often strong assumptions but weak evidences KPI matrix are rarely lood inVote nsibly amp not emotiolly#Accountability,0,5,0,0.086,0.828,0.086,-0.25,negative
10051,2019-05-05 15:34:17+00:00,Teacher Student #Rahulgandhi #RajeevGandhi VivekmMisra ArunbajpaiRajan,2,13,0,0.0,1.0,0.0,0.0,neutral
10050,2019-05-05 15:32:54+00:00,181 180 #ModiVis #RahulGandhi #ModiWave #inc #DystyMuktBharat,0,0,0,0.0,1.0,0.0,0.0,neutral
10049,2019-05-05 15:28:03+00:00,Congressi #RahulGandhi Shiv Avtaar Muje Bilkul en is baat par par Janta Saboot maang Rahi Ek Baar Zeher Pir dikha do,6,17,1,0.0,1.0,0.0,0.0,neutral
10048,2019-05-05 15:25:29+00:00,Tu cr tu cr tera baap crwelco in indian politicsYou both leader RahulGandhi amp NaNarendra Modi plea maintain decorum of poltics dont behave li Arvindjriwal youths are watching you#RajivGandhi #Rahul#Modi #Cdar,0,0,0,0.0,1.0,0.0,0.0,neutral
10047,2019-05-05 15:24:39+00:00,#AkhileshAajTak surprisingly almost sa question with a w shape asd multiple tis related #Congress only #PrinGandhiVadra and #RahulGandhi are the p most contribur of entire discussion Expected many questions related main issue of #LokSabhaElections2019,0,0,0,0.062,0.937,0.0,0.296,positive
10046,2019-05-05 15:22:38+00:00,#RajivGandhiCr was more corrupt than #jawaharlal hru and #IndiraGandhi but less corrupt than #SoaGandhi and #RahulGandhi #ModiinDum #ModiAaWala #Modi #PhirEkBaarModiSarar #RahulScorpeLink #CongressMuktBharat #CongressverAgain,0,0,0,0.0,1.0,0.0,0.0,neutral
10045,2019-05-05 14:59:52+00:00,#BoforsGandhi#Raga CongressMan,0,0,0,0.0,1.0,0.0,0.0,neutral
10044,2019-05-05 14:59:10+00:00,#RahulGandhi sach dwa ta hpura khandan cr h,0,0,0,0.0,1.0,0.0,0.0,neutral
10043,2019-05-05 14:58:02+00:00,pringandhi RahulGandhi NaNarendra Modi INCIndia #IndiaVsVadras BJP4India #India #RahulGandhi,0,0,0,0.0,1.0,0.0,0.0,neutral
10042,2019-05-05 14:55:14+00:00,Anybody comparing #Smriti with that of #RahulGandhi doesnt know anything about politics the results will sw she will LO HER DEPOSIT THIS TI #RahulAthi #LokSabhaElections2019 #AbgaNy,0,0,0,0.0,1.0,0.0,0.0,neutral
10041,2019-05-05 14:54:36+00:00,#rendraModi #RajivGandhi #RahulGandhi #congress #RahulGandhi #Congress,0,3,0,0.0,1.0,0.0,0.0,neutral
10040,2019-05-05 14:39:48+00:00,I an w cares about ancesrs anymoreGrow up bjp INCIndia AITCofficial#RajivGandhi #ShaOnPMModi #HarGharModiSaath #RahulGandhi,0,0,0,0.188,0.812,0.0,0.4588,positive
10039,2019-05-05 14:39:32+00:00,#allamba #RahulGandhi #PrinGandhiVadra,0,1,0,0.0,1.0,0.0,0.0,neutral
10038,2019-05-05 14:30:38+00:00,day morng 13 billion Indians tatti becau I requested them #Modi #bjp #inc,0,0,0,0.0,1.0,0.0,0.0,neutral
10037,2019-05-05 14:29:50+00:00,#RahulGandhi #Modi,0,1,0,0.0,1.0,0.0,0.0,neutral
10036,2019-05-05 14:27:51+00:00,Got over #Rs1lakh crore of #contracts during the #UPA Al Amba #RahulGandhi,1,1,0,0.0,1.0,0.0,0.0,neutral
10035,2019-05-05 14:11:36+00:00,So when after months of #CongressCoolies #CwdarCr theatrical when filly NaNarendra Modi given him return gift #RahulGandhi is crying foul#RahulGandhiCr #RahulBaapCrn,1,0,0,0.116,0.76,0.124,-0.0516,negative
10034,2019-05-05 14:09:36+00:00,It is oy label our norable pri mister crBut its not oy call Rajiv Gandhi Brashtachari No1 even in face of insurmountable evidence pointing his guilt It is derogary amp crass#RahulGandhi,0,0,0,0.0,0.935,0.065,-0.2732,negative
10033,2019-05-05 14:07:28+00:00,For Months #RahulGandhi pt calling the #PriMister cr #ulargang clapped For once Modi turd back and slapped hard and everybody is rembering that Rajiv Gandhi was a PM etc Modi suldnt be giving return gift Waah Liberanduo Waah,0,0,0,0.127,0.839,0.034,0.5994,positive
10032,2019-05-05 14:06:52+00:00,Teacher Whats the synonym of destruction KL Rahul #KXIPvCSK #rahul #WhistlePodu #llove #Punjab,0,9,0,0.0,0.764,0.236,-0.5719,negative
10031,2019-05-05 14:06:02+00:00,If anyo looks back at 2014 o could ver have imagid #RaGa be the visiory statesman that he is dayThe sa can be said about #mo eing the bullshitter he has beco dayDefeats do teach you a lesson in life,0,0,0,0.0,1.0,0.0,0.0,neutral
10030,2019-05-05 14:00:15+00:00,Any CR you caught day #RahulGandhi,0,0,0,0.0,1.0,0.0,0.0,neutral
10029,2019-05-05 13:58:03+00:00,#ShaonRahulGandhi,0,0,0,0.0,1.0,0.0,0.0,neutral
10028,2019-05-05 13:56:20+00:00,Rahulji India mai Standup Cody bhi bot scope RahulGandhi #JustSaying #RahulGandhi #HarGharModiSaath #CwdarinZor #AagaModiHi,0,0,0,0.0,1.0,0.0,0.0,neutral
10027,2019-05-05 13:44:28+00:00,Where is mdar #RahulGandhi after #FaCyclo Why he is not talng about it,0,0,0,0.0,1.0,0.0,0.0,neutral
